"","iliad.txt","odyssey.txt"
"honor",2,0
"honorari",2,0
"honour",166,0
"honourd",38,0
"hoof",6,0
"hook",4,0
"hoot",1,0
"hope",141,0
"hopeless",2,0
"horac",2,0
"horeb",1,0
"horizon",6,0
"horn",21,0
"hornet",1,0
"horribl",7,0
"horrid",25,0
"horrifi",1,0
"horror",40,0
"hors",106,0
"horseback",1,0
"horsegrasp",1,0
"horsehair",9,0
"horseman",4,0
"horsemen",3,0
"horsesfor",1,0
"hosei",1,0
"hospit",38,0
"host",199,0
"hostil",60,0
"hot",12,0
"hotchpot",1,0
"hound",24,0
"hour",59,1
"hous",429,0
"houseeg",1,0
"household",3,0
"housekeep",5,0
"housemaid",1,0
"houseneith",1,0
"housetop",1,0
"hover",14,0
"hoverd",4,0
"howbeit",1,0
"howeer",5,0
"howev",130,0
"howl",7,0
"html",1,0
"httpwwwgutenbergorg",4,0
"httpwwwgutenbergorgdir",1,0
"httpwwwgutenbergorgfundraisingdon",2,0
"httpwwwgutenbergorgfundraisingpglaf",1,0
"httpwwwgutenbergorglicens",2,0
"httpwwwpglaforg",2,0
"huddl",4,0
"hue",1,0
"hueandcri",1,0
"hug",2,0
"huge",40,0
"huger",1,0
"hulk",1,0
"hum",1,0
"human",71,0
"humankind",1,0
"humbl",25,0
"humbler",2,0
"humid",2,0
"humor",1,0
"humour",7,0
"hunch",2,0
"hundr",41,0
"hung",59,0
"hunger",14,0
"hungri",8,0
"hunt",8,0
"hunter",10,0
"huntress",4,0
"huntsman",1,0
"huntsmen",3,0
"hurdl",1,0
"hurl",16,0
"hurld",20,0
"hurri",19,0
"hurrican",6,0
"hurryskurri",1,0
"hurt",11,0
"husband",76,0
"husbandear",1,0
"husbandmen",1,0
"hush",8,0
"hushd",4,0
"hussi",3,0
"hut",15,0
"hutchinson",1,0
"hyacinth",4,0
"hyad",1,0
"hydati",1,0
"hyde",1,0
"hydra",1,0
"hygin",3,0
"hylax",1,0
"hyle",3,0
"hyllus",1,0
"hymen",1,0
"hymn",7,0
"hypenor",2,0
"hypereia",1,0
"hyperenor",2,0
"hyperesia",2,0
"hyperia",2,0
"hyperion",7,0
"hypertext",2,0
"hyphanteion",1,0
"hypirochus",1,0
"hypochondria",1,0
"hypothes",2,0
"hypothesi",5,0
"hypsenor",2,0
"hypsipyl",1,0
"hyri",1,0
"hyrmin",1,0
"hyrtacid",1,0
"hyrtacus",1,0
"hyrtius",1,0
"iaera",1,0
"ialmen",2,0
"iambic",1,0
"iamenus",1,0
"iaonian",1,0
"iapetus",1,0
"iardanus",1,0
"iasian",1,0
"iasion",2,0
"iasus",3,0
"iberia",1,0
"ibid",3,0
"icarian",1,0
"icarius",10,0
"ichor",2,0
"icmalius",1,0
"ida",44,0
"idaean",6,0
"idaeus",8,0
"ide",9,0
"idea",22,0
"idealizednuma",1,0
"ident",3,0
"identif",2,0
"identifi",8,0
"idiot",2,0
"idl",16,0
"idol",1,0
"idomen",6,0
"idomeneus",36,0
"idothea",1,0
"idreus",1,0
"ifbut",1,0
"ignipot",2,0
"ignobl",9,0
"ignomini",5,0
"ignor",7,0
"iii",17,0
"iiv",1,0
"ilead",1,0
"iles",1,0
"ilia",1,0
"iliad",113,0
"iliadmur",1,0
"ilian",4,0
"ilion",95,0
"ilioneus",3,0
"iliou",1,0
"ilithuia",1,0
"ilium",1,0
"ilius",3,0
"ill",67,0
"illbehav",1,0
"illdetaind",1,0
"illfat",9,0
"illgotten",1,0
"illiad",1,0
"illjudg",1,0
"illmatchd",1,0
"illnatur",1,0
"illomen",2,0
"illstar",2,0
"illtim",1,0
"illtreat",7,0
"illumin",5,0
"illus",1,0
"illustr",86,0
"illustri",14,0
"ilus",11,0
"ilythia",1,0
"imag",28,0
"imageri",1,0
"imagin",29,0
"imaginari",1,0
"imbitt",1,0
"imbrius",2,0
"imbrus",3,0
"imbu",1,0
"imit",9,0
"immeasur",4,0
"immedi",25,0
"immens",10,0
"immers",2,0
"immigr",2,0
"immin",1,0
"immoder",2,0
"immol",3,0
"immort",160,0
"immortalsth",1,0
"immun",1,0
"immut",1,0
"impart",13,0
"imparti",2,0
"impass",2,0
"impati",30,0
"impel",13,0
"impelld",9,0
"impend",17,0
"impenetr",1,0
"imper",1,0
"imperfect",6,0
"imperi",36,0
"imperish",2,0
"impertin",1,0
"impervi",5,0
"impetu",32,0
"impetuos",2,0
"impious",12,0
"implac",3,0
"impli",9,0
"implicit",1,0
"implor",19,0
"import",28,0
"importun",4,0
"impos",8,0
"imposit",1,0
"imposs",11,0
"impostor",1,0
"impostur",2,0
"impot",11,0
"impowerd",1,0
"imprec",1,0
"impregn",1,0
"impress",10,0
"impressd",5,0
"impressionsnay",1,0
"imprisond",3,0
"improb",2,0
"improv",5,0
"improvis",1,0
"impud",2,0
"impugn",1,0
"impuls",11,0
"impun",1,0
"inabl",1,0
"inaccur",2,0
"inact",2,0
"inactivitymur",1,0
"inadvert",1,0
"inanim",2,0
"inapt",1,0
"inasmuch",5,0
"incalcul",1,0
"incap",1,0
"incarn",1,0
"incarnadind",1,0
"incaut",1,0
"incens",20,0
"incensedtoo",1,0
"incess",20,0
"inch",5,0
"incid",5,0
"incident",4,0
"incircl",4,0
"incit",10,0
"inclement",1,0
"inclin",14,0
"inclos",11,0
"inclosur",1,0
"includ",32,0
"inclus",1,0
"incom",1,0
"incomincio",1,0
"incompet",1,0
"incomplet",2,0
"inconceiv",1,0
"incongru",3,0
"inconsist",5,0
"inconveni",1,0
"incorrig",1,0
"increas",26,0
"incred",2,0
"inculc",1,0
"incumb",3,0
"incur",2,0
"incurs",1,0
"inde",71,0
"indebt",2,0
"indefatig",2,0
"indefinit",1,0
"indemn",2,0
"indemnifi",2,0
"independ",4,0
"index",1,0
"indian",2,0
"indic",8,0
"indign",15,0
"indirect",5,0
"indiscret",1,0
"indispens",2,0
"indisput",1,0
"indissolubl",2,0
"indistinct",3,0
"individu",16,0
"indol",2,0
"indomit",1,0
"indoor",1,0
"induc",6,0
"induct",1,0
"indulg",21,0
"industri",6,0
"inevit",1,0
"inexor",5,0
"inexperienc",1,0
"inexplic",2,0
"inextinguish",1,0
"inextric",1,0
"infal",2,0
"infami",5,0
"infanc",3,0
"infant",41,0
"infect",2,0
"infecti",2,0
"infer",4,0
"inferior",11,0
"infern",13,0
"inferno",1,0
"infest",3,0
"infidel",1,0
"infin",1,0
"infinit",9,0
"infinitud",1,0
"infinitum",1,0
"infix",1,0
"infixd",6,0
"inflam",20,0
"inflex",2,0
"inflict",13,0
"influenc",7,0
"infold",4,0
"inform",31,0
"infrang",1,0
"infring",4,0
"infuri",1,0
"infus",8,0
"ingeni",5,0
"ingenu",4,0
"inglori",33,0
"ingredi",1,0
"inhabit",15,0
"inherit",7,0
"inhum",2,0
"inhuman",4,0
"inimit",1,0
"iniqu",1,0
"init",2,0
"initi",4,0
"injudici",1,0
"injunct",2,0
"injur",15,0
"injuri",7,0
"injustic",4,0
"inlaid",7,0
"inland",5,0
"inlay",2,0
"inlet",1,0
"inmost",3,0
"inner",21,0
"innermost",1,0
"innoc",6,0
"innoxi",3,0
"innumer",3,0
"ino",5,0
"inquir",7,0
"inquiri",1,0
"inrolld",1,0
"insati",13,0
"inscrib",1,0
"inscript",4,0
"insect",1,0
"insens",1,0
"insert",6,0
"insid",56,0
"insidi",1,0
"insight",2,0
"insignia",1,0
"insignific",3,0
"insist",11,0
"insol",36,0
"insomuch",1,0
"inspir",66,0
"inspirit",2,0
"instanc",9,0
"instant",40,0
"instarrd",1,0
"instead",18,0
"instig",2,0
"instil",1,0
"instinct",8,0
"institut",2,0
"instruct",13,0
"instructionsi",1,0
"instrument",6,0
"insuffer",1,0
"insult",44,0
"insur",2,0
"insurrect",1,0
"integr",4,0
"intellect",1,0
"intellectu",6,0
"intellig",6,0
"intemper",1,0
"intend",16,0
"intendedbut",1,0
"intens",1,0
"intent",15,0
"inter",3,0
"intercal",2,0
"interced",1,0
"intercept",5,0
"intercess",1,0
"intercours",3,0
"interdict",2,0
"interest",19,0
"interfer",1,0
"intermedi",1,0
"intermingl",2,0
"intermiss",1,0
"intern",7,0
"interpol",10,0
"interpos",4,0
"interposd",1,0
"interposit",1,0
"interpret",14,0
"interrog",1,0
"interrupt",6,0
"interspers",1,0
"interv",6,0
"interven",1,0
"intervent",2,0
"interview",3,0
"interwoven",1,0
"intim",2,0
"intoler",9,0
"inton",3,0
"intract",2,0
"intreat",1,0
"intrench",2,0
"intrenchd",1,0
"intrepid",5,0
"intrigu",1,0
"introd",1,0
"introduc",15,0
"introduct",5,0
"intrud",1,0
"intrus",1,0
"inund",1,0
"inurn",2,0
"invad",28,0
"invalid",2,0
"invalu",1,0
"invari",1,0
"invas",1,0
"invent",24,0
"inventor",2,0
"invest",5,0
"investig",3,0
"invidi",3,0
"invinc",1,0
"inviol",8,0
"invis",2,0
"invit",25,0
"invok",9,0
"involv",24,0
"invulner",1,0
"inward",17,0
"inwrought",1,0
"iolaus",1,0
"iolcus",2,0
"ionia",1,0
"ionian",1,0
"ionic",1,0
"iphea",1,0
"iphi",1,0
"iphianassa",1,0
"iphicl",2,0
"iphiclus",2,0
"iphidama",1,0
"iphigena",1,0
"iphigenia",3,0
"iphimedeia",1,0
"iphitus",5,0
"iphmous",1,0
"iphthim",1,0
"iphyclus",1,0
"iphyt",1,0
"iphytus",1,0
"ira",1,0
"ire",18,0
"iri",37,0
"iron",53,0
"ironand",1,0
"ironsid",1,0
"irregular",4,0
"irrem",2,0
"irrepress",1,0
"irresist",2,0
"irrever",1,0
"irrevoc",3,0
"irrig",2,0
"irrit",1,0
"irus",13,0
"irusulyss",1,0
"isan",1,0
"isl",12,0
"island",111,0
"islandsdulichium",1,0
"islandse",1,0
"islandsmarettimo",1,0
"islet",2,0
"ismarus",2,0
"iso",1,0
"isola",1,0
"issu",42,0
"isteian",1,0
"isus",1,0
"itali",6,0
"italian",5,0
"itand",1,0
"itbut",2,0
"iteven",1,0
"itfor",2,0
"ithaca",114,0
"ithacaon",1,0
"ithacaspeech",1,0
"ithacath",1,0
"ithacus",9,0
"ithagen",1,0
"ithom",1,0
"itit",1,0
"itlonginus",1,0
"itona",1,0
"itpoor",1,0
"itse",1,0
"itselfa",1,0
"itth",1,0
"itw",1,0
"itylus",1,0
"itymonaeus",1,0
"ivi",1,0
"ivori",12,0
"ivorystud",2,0
"ivywood",3,0
"ixion",1,0
"ixxii",2,0
"jackal",2,0
"jacob",1,0
"jailor",1,0
"jalyssus",1,0
"jami",1,0
"janassa",1,0
"janira",1,0
"januari",2,0
"jar",9,0
"jardan",2,0
"jason",4,0
"javelin",113,0
"javlin",1,0
"jaw",16,0
"jealous",9,0
"jealousi",3,0
"jeer",4,0
"jejun",1,0
"jelli",1,0
"jen",1,0
"jerusalem",1,0
"jest",1,0
"jim",2,0
"job",1,0
"johnian",1,0
"join",80,0
"joind",33,0
"joint",17,0
"joke",1,0
"jolli",1,0
"jone",1,0
"joshua",1,0
"journey",22,0
"journeyfor",1,0
"jove",617,0
"jovedescend",1,0
"jovelik",1,0
"jovi",2,0
"joy",108,0
"joyous",1,0
"judah",1,0
"judg",22,0
"judgement",6,0
"judgment",22,0
"judici",5,0
"juic",8,0
"juici",2,0
"juli",2,0
"juliet",1,0
"jump",7,0
"jumper",1,0
"junctur",3,0
"junctura",1,0
"juno",87,0
"junto",1,0
"jupit",56,0
"juryman",1,0
"jus",1,0
"just",169,0
"justest",3,0
"justic",28,0
"justifi",3,0
"justus",1,0
"jut",6,0
"jute",1,0
"jutland",2,0
"juvenil",2,0
"kai",7,0
"kallinus",3,0
"kallinusin",1,0
"karnak",1,0
"kataduomeno",1,0
"kateschethaen",1,0
"keel",9,0
"keen",11,0
"keener",3,0
"keensight",1,0
"keep",128,0
"keepsak",3,0
"keepst",1,0
"kennedi",1,0
"kenneth",1,0
"kept",68,0
"key",3,0
"kick",5,0
"kickd",1,0
"kid",6,0
"kidney",1,0
"kill",173,0
"killd",8,0
"kin",3,0
"kind",148,0
"kindest",1,0
"kindl",17,0
"kindlynatur",1,0
"kindr",4,0
"kine",1,0
"king",357,0
"kingdom",3,0
"kinsman",4,0
"kinsmen",2,0
"kiss",21,0
"kissd",2,0
"knead",2,0
"knee",63,0
"kneel",1,0
"knew",65,0
"knife",1,0
"knight",16,0
"knit",2,0
"knock",7,0
"knockd",1,0
"knot",2,0
"knotti",1,0
"know",265,0
"knowledg",16,0
"known",59,0
"knowst",5,0
"korythaiolo",1,0
"kumaioi",1,0
"kusdaghi",1,0
"kuster",1,0
"laa",1,0
"labori",5,0
"labour",105,0
"labourd",10,0
"labr",3,0
"lacedaemon",13,0
"lacedaemonh",1,0
"lacedaemoniphitus",1,0
"lachmann",3,0
"lack",1,0
"laconiathirlwal",1,0
"ladder",1,0
"ladi",5,0
"laerc",1,0
"laerceus",1,0
"laert",50,0
"laertesth",1,0
"laestrygon",1,0
"laestrygonian",6,0
"lag",5,0
"laid",126,0
"lain",2,0
"lair",9,0
"lake",8,0
"lamb",17,0
"lambkin",1,0
"lame",11,0
"lament",41,0
"lamentationw",1,0
"lamentcal",1,0
"lamp",3,0
"lampeti",2,0
"lampus",5,0
"lamustelepylus",1,0
"lanc",130,0
"lancefam",1,0
"land",199,0
"landlock",1,0
"landor",1,0
"landscap",1,0
"landsmen",1,0
"lang",6,0
"languag",33,0
"languagecoleridg",1,0
"languid",6,0
"languir",1,0
"languish",2,0
"laodama",10,0
"laodic",6,0
"laodocus",2,0
"laoganus",1,0
"laogonus",1,0
"laomedon",8,0
"laomedontiada",1,0
"laotho",1,0
"lapith",1,0
"lapitha",3,0
"laps",1,0
"lard",2,0
"larg",87,0
"larger",14,0
"largest",6,0
"largo",1,0
"larissa",3,0
"larm",1,0
"lash",24,0
"lashd",5,0
"last",215,0
"late",85,0
"latent",3,0
"later",25,0
"lateset",1,0
"latest",6,0
"latin",2,0
"latitud",1,0
"latmo",1,0
"latona",11,0
"latter",14,0
"laugh",24,0
"laughst",1,0
"laughter",6,0
"laughterlov",3,0
"launch",8,0
"launchd",5,0
"laundri",1,0
"laurel",4,0
"lave",5,0
"lavish",2,0
"law",54,0
"lawgiv",3,0
"lawless",13,0
"lawn",5,0
"lawyer",1,0
"lay",207,0
"layer",2,0
"lazi",2,0
"lead",79,0
"leaden",1,0
"leader",59,0
"leaf",1,0
"leafi",1,0
"leafshak",1,0
"leagu",13,0
"leaguerd",1,0
"lean",17,0
"leand",1,0
"leanto",1,0
"leap",27,0
"leapd",13,0
"learn",54,0
"learnd",6,0
"learnedbut",1,0
"learningnay",1,0
"learnt",1,0
"least",42,0
"leather",6,0
"leathern",5,0
"leav",165,0
"lecto",1,0
"led",131,0
"leda",1,0
"leech",1,0
"left",226,0
"lefthand",2,0
"leg",14,0
"legaci",1,0
"legal",6,0
"legat",1,0
"legend",9,0
"legg",1,0
"legion",14,0
"legontai",1,0
"legousin",1,0
"legpenelop",1,0
"leiocritus",1,0
"leiod",4,0
"leipsic",1,0
"leisur",1,0
"leitus",4,0
"leleg",1,0
"lelegia",2,0
"lemnian",4,0
"lemno",12,0
"lemprier",2,0
"lend",17,0
"length",94,0
"lengthen",2,0
"lengthend",4,0
"lengthway",1,0
"lenit",1,0
"lent",8,0
"leocritus",2,0
"leonteus",5,0
"leopard",2,0
"lesbia",1,0
"lesbian",3,0
"lesbo",6,0
"leschai",1,0
"less",89,0
"lessen",3,0
"lesser",1,0
"lesson",4,0
"lest",37,0
"let",496,0
"letharg",1,0
"lethus",1,0
"leto",3,0
"letter",8,0
"leuca",1,0
"leucadia",2,0
"leucothea",1,0
"leucus",1,0
"leuk",1,0
"levanzo",2,0
"level",25,0
"levelld",8,0
"lever",1,0
"leveret",1,0
"levi",1,0
"lexamin",1,0
"lexic",1,0
"lexicon",1,0
"lexil",1,0
"lexilog",1,0
"lherba",1,0
"liabil",6,0
"liabl",2,0
"lib",12,0
"libat",15,0
"liber",2,0
"libero",1,0
"liberti",8,0
"librari",3,0
"libya",5,0
"licenc",1,0
"licens",32,0
"licenti",1,0
"lick",1,0
"licymnius",1,0
"lid",7,0
"liddel",4,0
"lie",262,0
"liest",1,0
"liet",1,0
"lieu",5,0
"life",159,0
"lifeblood",1,0
"lifeconsum",2,0
"lifeless",1,0
"lift",80,0
"ligatur",1,0
"light",148,0
"lighten",5,0
"lightend",4,0
"lighter",5,0
"lightn",34,0
"like",447,0
"likelihood",1,0
"likemind",1,0
"likewis",6,0
"lilaea",1,0
"lilybaean",1,0
"limb",62,0
"limbd",1,0
"limbo",1,0
"limit",27,0
"limnoria",1,0
"limp",2,0
"lindus",2,0
"line",158,0
"lineag",6,0
"lineament",1,0
"linen",17,0
"linesin",1,0
"linger",5,0
"link",8,0
"linkd",3,0
"lintel",1,0
"linus",1,0
"lion",57,0
"lioness",3,0
"lionheart",2,0
"lip",19,0
"lipari",2,0
"lipsius",1,0
"liquid",16,0
"liquor",3,0
"liscymnius",1,0
"list",10,0
"listen",61,0
"listend",3,0
"listless",1,0
"lit",14,0
"liter",12,0
"literari",33,0
"literatur",9,0
"litter",1,0
"littl",70,0
"liv",1,0
"live",237,0
"livelihood",1,0
"livelong",7,0
"livenor",1,0
"liver",6,0
"livesa",1,0
"livid",2,0
"livingof",1,0
"load",63,0
"loaden",1,0
"loaf",1,0
"loath",3,0
"loav",1,0
"local",2,0
"localis",1,0
"locat",13,0
"lock",13,0
"lockd",6,0
"locri",1,0
"locrian",6,0
"locust",1,0
"lodg",9,0
"loew",2,0
"lofti",68,0
"log",1,0
"logoi",1,0
"logon",1,0
"loin",3,0
"loiter",2,0
"loll",1,0
"lone",8,0
"long",334,0
"longbeakd",1,0
"longcontend",2,0
"longcontest",2,0
"longdefend",2,0
"longdescend",2,0
"longdestroy",1,0
"longdisput",2,0
"longer",61,0
"longest",3,0
"longestg",1,0
"longextend",2,0
"longfest",1,0
"longfor",1,0
"longin",1,0
"longinus",2,0
"longliv",1,0
"longman",1,0
"longproject",1,0
"longprotend",1,0
"longresound",2,0
"longshank",1,0
"longsucceed",1,0
"longsuff",1,0
"longwingd",1,0
"look",186,0
"lookd",11,0
"lookedfor",1,0
"looker",2,0
"lookerson",1,0
"lookout",1,0
"lookst",1,0
"loom",16,0
"loos",28,0
"looseddyc",1,0
"loosend",2,0
"lop",3,0
"loppd",6,0
"loquaci",1,0
"lord",97,0
"lorenzo",1,0
"lose",32,0
"loser",1,0
"loss",21,0
"lost",153,0
"lot",35,0
"loth",7,0
"loto",2,0
"lotophagi",1,0
"lotus",5,0
"lotuseat",4,0
"loud",86,0
"loudapplaud",1,0
"louder",4,0
"loudest",3,0
"loudexult",1,0
"loudinsult",1,0
"loudresound",1,0
"lour",3,0
"lout",1,0
"love",190,0
"lovedon",4,0
"loveli",1,0
"loveliest",4,0
"lover",5,0
"low",47,0
"lowbend",1,0
"lower",9,0
"lowest",2,0
"lowhung",2,0
"lowli",7,0
"lowsink",1,0
"lowwhisp",1,0
"loyal",4,0
"loyalti",1,0
"lucan",2,0
"lucid",1,0
"luck",12,0
"lucki",1,0
"luckier",1,0
"luckili",1,0
"luckless",5,0
"lucr",1,0
"lucretius",1,0
"lui",1,0
"lukewarm",1,0
"lull",3,0
"lulld",1,0
"lumber",2,0
"lume",1,0
"lump",1,0
"lung",4,0
"lure",1,0
"lurk",2,0
"lusa",1,0
"luscious",3,0
"lust",14,0
"lusti",1,0
"lustili",1,0
"lustr",6,0
"lustrat",3,0
"luxuri",6,0
"lxxxiv",1,0
"lxxxvii",1,0
"lycaon",14,0
"lycastus",1,0
"lycia",14,0
"lycian",52,0
"lycom",1,0
"lycomed",3,0
"lycon",2,0
"lycophon",2,0
"lycophr",1,0
"lycophron",1,0
"lyctus",2,0
"lycurgus",4,0
"lydia",1,0
"lynceus",1,0
"lyran",1,0
"lyre",17,0
"lyric",1,0
"lyrnessian",1,0
"lyrnessus",3,0
"lysand",1,0
"macbeth",1,0
"mace",6,0
"machaon",18,0
"machin",6,0
"machineri",1,0
"mackenzi",6,0
"macrobius",1,0
"mad",32,0
"madam",16,0
"madden",1,0
"made",292,0
"madman",1,0
"madonna",2,0
"madst",1,0
"mae",1,0
"maeander",1,0
"maecena",1,0
"maeonia",3,0
"maeonian",1,0
"maera",2,0
"magazin",2,0
"magic",3,0
"magician",3,0
"magistr",2,0
"magnanim",1,0
"magnat",1,0
"magnesian",1,0
"magnifi",1,0
"magnific",13,0
"magnitud",1,0
"maia",2,0
"maid",142,0
"maida",1,0
"maiden",10,0
"maidserv",4,0
"mail",8,0
"maim",1,0
"main",139,0
"mainland",11,0
"mainlandth",1,0
"mainmast",1,0
"mainspr",1,0
"maintain",30,0
"maintaind",2,0
"mainten",2,0
"maistr",1,0
"majest",22,0
"majesti",14,0
"make",363,0
"maker",1,0
"malconsiglioth",1,0
"male",7,0
"malea",4,0
"malean",1,0
"malic",3,0
"malici",3,0
"malign",1,0
"malizia",1,0
"mallet",1,0
"malmesburi",1,0
"maltreat",1,0
"man",595,0
"manag",29,0
"mandassero",1,0
"mandat",7,0
"mane",16,0
"manger",3,0
"mangl",7,0
"manhood",2,0
"mani",235,0
"manifest",6,0
"mankind",43,0
"manlier",1,0
"manlik",1,0
"manna",1,0
"mannd",2,0
"manner",61,0
"manserv",2,0
"mansion",8,0
"mantinea",1,0
"mantius",2,0
"mantl",17,0
"manu",1,0
"manufactur",1,0
"manur",2,0
"manuscript",13,0
"manycolour",2,0
"manycolourd",3,0
"manylanguag",1,0
"manypeopl",1,0
"map",13,0
"mar",84,0
"marathon",2,0
"maraud",2,0
"marbl",16,0
"march",24,0
"marchd",17,0
"mare",16,0
"marettimo",3,0
"margin",16,0
"mari",1,0
"marin",6,0
"maritim",1,0
"mark",122,0
"markd",16,0
"market",1,0
"maron",1,0
"marpessa",1,0
"marri",62,0
"marriag",22,0
"marrow",3,0
"marsh",2,0
"marshal",1,0
"marshalld",1,0
"marshi",1,0
"marslik",1,0
"marss",2,0
"mart",1,0
"martial",80,0
"marvel",15,0
"maseta",1,0
"mash",3,0
"mason",2,0
"mass",12,0
"massacr",1,0
"massi",20,0
"massiv",3,0
"mast",36,0
"master",86,0
"mastermind",1,0
"mastiff",2,0
"mastor",1,0
"match",16,0
"matchd",6,0
"matchless",41,0
"matchno",1,0
"mate",3,0
"materi",4,0
"matern",1,0
"matrimoni",1,0
"matron",22,0
"matter",87,0
"matur",1,0
"maura",1,0
"mavor",2,0
"mavortia",1,0
"max",1,0
"maxim",2,0
"maximum",2,0
"may",513,0
"mayst",10,0
"maythat",1,0
"maze",4,0
"mazi",3,0
"mea",1,0
"mead",11,0
"meadow",10,0
"meadowsweet",1,0
"meagr",1,0
"meal",23,0
"mealabout",1,0
"mean",117,0
"meaner",5,0
"meanest",2,0
"meant",16,0
"meantim",36,0
"meanwhil",66,0
"measur",37,0
"meat",59,0
"meatbasket",1,0
"mebut",1,0
"mechan",1,0
"mecistheus",3,0
"mecyst",1,0
"medea",1,0
"medeon",1,0
"medesicast",1,0
"mediat",2,0
"medic",2,0
"medici",1,0
"medicin",2,0
"medit",19,0
"mediterranean",2,0
"medium",13,0
"medon",17,0
"meet",103,0
"meetst",1,0
"meetulyss",1,0
"mefor",1,0
"mega",1,0
"megapenth",10,0
"megara",1,0
"mege",11,0
"megetho",1,0
"mehenc",1,0
"mei",2,0
"mela",1,0
"melaesigenei",1,0
"melampus",3,0
"melan",2,0
"melancholi",18,0
"melaneus",1,0
"melanippus",7,0
"melanthius",27,0
"melanthiush",1,0
"melantho",3,0
"mele",1,0
"meleag",4,0
"melesigen",14,0
"meliboea",1,0
"melita",1,0
"melodi",2,0
"melodrama",1,0
"melopoioi",1,0
"melt",19,0
"memak",1,0
"member",10,0
"memnon",1,0
"memoir",2,0
"memor",2,0
"memori",33,0
"men",499,0
"menac",6,0
"menal",1,0
"menand",1,0
"menapolus",1,0
"mend",2,0
"mender",3,0
"menelaus",102,0
"menelausfor",1,0
"menelauss",2,0
"menestheus",10,0
"menial",3,0
"menoetius",11,0
"menon",1,0
"menserv",1,0
"ment",6,0
"mention",27,0
"mentor",26,0
"menwel",1,0
"meotherwis",1,0
"merchandis",2,0
"merchant",5,0
"merci",21,0
"mercuri",31,0
"mercuryhonour",1,0
"mere",40,0
"merg",2,0
"merion",51,0
"merit",19,0
"merman",2,0
"mermer",1,0
"mermerus",1,0
"merop",2,0
"merri",5,0
"merrick",8,0
"merriment",2,0
"mesaulius",2,0
"mesh",1,0
"mess",4,0
"messag",22,0
"messen",1,0
"messeng",18,0
"messenian",1,0
"messina",3,0
"messmat",1,0
"messr",4,0
"mesthl",1,0
"mestl",1,0
"mestor",1,0
"met",54,0
"metal",6,0
"metalgold",1,0
"metaphor",3,0
"meteor",2,0
"methink",9,0
"method",18,0
"methon",1,0
"methought",1,0
"metric",1,0
"metrop",1,0
"mettl",4,0
"meus",1,0
"mewl",1,0
"mice",3,0
"michael",5,0
"microscop",1,0
"mid",7,0
"midday",1,0
"middl",38,0
"middleag",2,0
"midmost",1,0
"midnight",3,0
"midocean",2,0
"midst",29,0
"midway",3,0
"mien",9,0
"might",244,0
"mighti",142,0
"mightier",2,0
"mightiest",4,0
"mightst",2,0
"migrat",1,0
"mild",7,0
"milder",1,0
"mildest",2,0
"mile",4,0
"miletus",1,0
"militari",6,0
"milk",19,0
"milker",1,0
"milki",2,0
"milkwhit",7,0
"mill",2,0
"millerwoman",1,0
"millerwomen",1,0
"million",2,0
"milton",11,0
"mima",1,0
"mimic",1,0
"mimick",1,0
"min",1,1
"mind",243,0
"mindless",1,0
"mine",65,0
"minerva",219,0
"minervaand",1,0
"minervabrav",1,0
"minervam",1,0
"mingl",47,0
"minist",5,0
"mino",10,0
"minor",4,0
"minstrel",3,0
"minstrelgod",1,0
"minstrelsi",1,0
"minucius",1,0
"minut",9,0
"minutia",1,0
"minya",1,0
"minyan",1,0
"mira",1,0
"miracl",2,0
"miracul",2,0
"mirror",2,0
"misadventur",4,0
"misbehav",1,0
"misbehaviour",1,0
"miscalld",1,0
"miscellan",1,0
"mischanc",1,0
"mischief",27,0
"mischiev",1,0
"misconduct",5,0
"miscreant",1,0
"miser",21,0
"miseri",13,0
"misfortun",16,0
"misgav",1,0
"mishap",1,0
"misl",3,0
"misprint",1,0
"miss",12,0
"missd",3,0
"misshapen",3,0
"missil",3,0
"mission",10,0
"missionari",1,0
"mississippi",2,0
"missiv",3,0
"mist",17,0
"mistak",7,0
"mistaken",5,0
"misti",2,0
"mistook",2,0
"mistress",19,0
"mistrust",1,0
"mitig",2,0
"mitr",1,0
"mitylenaean",1,0
"mix",62,0
"mixd",19,0
"mixingbowl",7,0
"mixingjug",1,0
"mixtur",2,0
"mnaemoruna",1,0
"mnesth",1,0
"mnestheus",1,0
"mnesus",1,0
"moan",6,0
"mob",2,0
"mock",6,0
"mockd",1,0
"mockhero",1,0
"mode",4,0
"moder",4,0
"modern",25,0
"modest",5,0
"modesti",1,0
"modif",4,0
"modifi",2,0
"modul",1,0
"moenia",1,0
"moeonid",1,0
"moham",1,0
"moira",1,0
"moisturemur",1,0
"mole",2,0
"molest",2,0
"moli",1,0
"molion",1,0
"molli",1,0
"molten",1,0
"molus",1,0
"moment",67,0
"momentari",2,0
"mon",3,1
"monarch",111,0
"money",21,0
"moneyan",1,0
"monster",24,0
"monstergod",1,0
"monstrous",5,0
"month",17,0
"monument",18,0
"mood",1,0
"moodi",1,0
"moodili",2,0
"moon",21,0
"mooni",2,0
"moor",7,0
"moral",7,0
"morbid",2,0
"morbus",1,0
"more",1,0
"moreb",1,0
"morebut",1,0
"moreov",38,0
"moreth",1,0
"morethre",2,0
"mori",1,0
"morn",100,0
"morningbeam",1,0
"morninghour",1,0
"morninglay",1,0
"morningmist",1,0
